"Id","confidence(false)","confidence(true)","Predicted"
5895,0.0,1.0,"true"
7122,0.20018515263223474,0.7998148473677653,"true"
6173,0.20496841345341366,0.7950315865465863,"true"
6142,0.40467763783711247,0.5953223621628875,"true"
5358,0.19697749331110895,0.8030225066888911,"true"
6095,0.19976571356140876,0.8002342864385913,"true"
6878,0.39322962713960125,0.6067703728603988,"true"
6554,0.20621714583398162,0.7937828541660183,"true"
6793,0.0,0.9999999999999999,"true"
7286,0.19531707746083904,0.804682922539161,"true"
6076,0.0,1.0,"true"
5134,0.0,1.0,"true"
5419,0.0,1.0,"true"
6255,0.20592062299580827,0.7940793770041917,"true"
5656,0.2009098074318949,0.7990901925681051,"true"
6934,0.0,0.9999999999999999,"true"
6028,0.39310714414134146,0.6068928558586585,"true"
6490,0.19939345243039647,0.8006065475696036,"true"
6415,0.4022483908494299,0.5977516091505701,"true"
7087,0.0,1.0,"true"
5420,0.19723198113108706,0.8027680188689129,"true"
5977,0.20203692457504235,0.7979630754249576,"true"
6824,0.19738228087427828,0.8026177191257217,"true"
5207,0.39856542030803443,0.6014345796919656,"true"
7115,0.0,0.9999999999999999,"true"
7250,0.0,1.0,"true"
6010,0.0,1.0,"true"
6088,0.0,1.0,"true"
5682,0.20098263556336754,0.7990173644366325,"true"
7201,0.19581785675108881,0.8041821432489111,"true"
6938,0.0,0.9999999999999999,"true"
6875,0.0,1.0,"true"
5953,0.19678745002743586,0.8032125499725641,"true"
5942,0.0,1.0,"true"
5382,0.0,1.0,"true"
6377,0.0,1.0,"true"
5931,0.20169491973980594,0.7983050802601941,"true"
5992,0.19806914225110087,0.801930857748899,"true"
5790,0.0,1.0,"true"
6753,0.19734030788151244,0.8026596921184875,"true"
6562,0.0,1.0,"true"
7046,0.0,0.9999999999999999,"true"
5868,0.0,1.0,"true"
5784,0.0,1.0,"true"
5878,0.19869335264653826,0.8013066473534618,"true"
5110,0.19692348364093631,0.8030765163590636,"true"
5210,0.19845304854287363,0.8015469514571264,"true"
7230,0.0,1.0,"true"
5005,0.20532073341718576,0.7946792665828143,"true"
6871,0.0,0.9999999999999998,"true"
5363,0.4116415040080059,0.5883584959919941,"true"
7253,0.19880325718629596,0.8011967428137041,"true"
6055,0.19680018210120834,0.8031998178987916,"true"
5072,0.0,1.0,"true"
6913,0.20291630550615472,0.7970836944938452,"true"
6386,0.1974696940276532,0.8025303059723468,"true"
5634,0.0,1.0,"true"
5758,0.39867277594680794,0.601327224053192,"true"
6819,0.0,1.0,"true"
7088,0.1932800184400512,0.8067199815599488,"true"
5039,0.19956776822427336,0.8004322317757268,"true"
5532,0.205345254190645,0.794654745809355,"true"
6037,0.0,1.0,"true"
6322,0.19816361859162446,0.8018363814083755,"true"
6887,0.0,1.0,"true"
6660,0.397907043740883,0.602092956259117,"true"
5451,0.0,1.0,"true"
6014,0.0,1.0,"true"
5556,0.19323702269088375,0.8067629773091163,"true"
6346,0.2033072832270442,0.7966927167729558,"true"
5850,0.0,0.9999999999999999,"true"
5940,0.19367861069483028,0.8063213893051697,"true"
7119,0.0,1.0,"true"
5253,0.197208063955558,0.802791936044442,"true"
6851,0.20051303936181747,0.7994869606381825,"true"
6695,0.2047130595407436,0.7952869404592564,"true"
6908,0.0,1.0,"true"
7255,0.39674442122119663,0.6032555787788034,"true"
5674,0.19915630058649533,0.8008436994135046,"true"
6278,0.0,1.0,"true"
5486,0.38780893970988334,0.6121910602901166,"true"
5174,0.21316953078069342,0.7868304692193065,"true"
6621,0.0,1.0,"true"
6313,0.0,1.0,"true"
6435,0.4124973900042801,0.5875026099957199,"true"
6970,0.4099233525691053,0.5900766474308947,"true"
6310,0.5974811013051022,0.40251889869489776,"false"
5932,0.5962288417706141,0.40377115822938603,"false"
6877,0.40690784949880565,0.5930921505011943,"true"
6763,0.0,1.0,"true"
7085,0.4013775458651798,0.5986224541348202,"true"
7049,0.19935737259682956,0.8006426274031704,"true"
6959,0.19942726131455377,0.8005727386854462,"true"
5214,0.1962427056885007,0.8037572943114993,"true"
6350,0.4124315464260257,0.5875684535739742,"true"
5063,0.0,1.0,"true"
5041,0.0,0.9999999999999999,"true"
5086,0.39761466596532513,0.6023853340346749,"true"
6942,0.0,1.0,"true"
5270,0.0,1.0,"true"
6705,0.20683914542912618,0.7931608545708737,"true"
7051,0.0,1.0,"true"
6758,0.6005747672553331,0.39942523274466696,"false"
6249,0.20035157841045376,0.7996484215895463,"true"
5808,0.0,1.0,"true"
5377,0.0,1.0,"true"
5446,0.0,1.0,"true"
5856,0.0,1.0,"true"
4986,0.0,1.0,"true"
7001,0.4076307664136293,0.5923692335863707,"true"
6677,0.20131941633493836,0.7986805836650617,"true"
6665,0.20290838203269257,0.7970916179673074,"true"
5817,0.1990687147582084,0.8009312852417916,"true"
6984,0.0,1.0,"true"
6541,0.0,1.0,"true"
5117,0.19670086104250212,0.8032991389574979,"true"
6097,0.0,1.0,"true"
5389,0.0,1.0,"true"
7219,0.19496360415264075,0.8050363958473592,"true"
6338,0.2058849013574144,0.7941150986425856,"true"
6922,0.0,1.0,"true"
5367,0.0,1.0,"true"
5638,0.2004781464936183,0.7995218535063817,"true"
5830,0.0,1.0,"true"
5338,0.20037366193700817,0.7996263380629918,"true"
6007,0.4125475427501546,0.5874524572498454,"true"
6612,0.19590618803881857,0.8040938119611813,"true"
5718,0.0,1.0,"true"
6104,0.0,1.0,"true"
5229,0.19689037562166106,0.803109624378339,"true"
6625,0.39878795628885844,0.6012120437111417,"true"
5206,0.20529625765355886,0.7947037423464411,"true"
5963,0.19201554544652957,0.8079844545534705,"true"
4990,0.0,1.0,"true"
6641,0.20053187635543696,0.7994681236445631,"true"
5369,0.4090978519143852,0.5909021480856148,"true"
6196,0.0,1.0,"true"
5236,0.21271197415949325,0.7872880258405068,"true"
5719,0.20163027361995017,0.7983697263800498,"true"
5643,0.0,0.9999999999999999,"true"
7050,0.20555754474797103,0.794442455252029,"true"
6355,0.2014196534672268,0.7985803465327732,"true"
6688,0.0,1.0,"true"
6239,0.0,1.0,"true"
5531,0.20063319635411966,0.7993668036458804,"true"
6113,0.19615069036600338,0.8038493096339966,"true"
7181,0.0,1.0,"true"
6118,0.0,1.0,"true"
7264,0.0,1.0,"true"
5343,0.0,1.0,"true"
5051,0.40511569394050617,0.5948843060594938,"true"
5779,0.19396202901624132,0.8060379709837586,"true"
6605,0.0,1.0,"true"
6655,0.20059062312857662,0.7994093768714234,"true"
6534,0.39371556889051307,0.6062844311094869,"true"
5681,0.20012401245406936,0.7998759875459307,"true"
6607,0.0,1.0,"true"
6242,0.40081854244725734,0.5991814575527428,"true"
7242,0.0,1.0,"true"
7277,0.0,1.0,"true"
6675,0.3841550675182028,0.6158449324817972,"true"
5398,0.0,1.0,"true"
5956,0.0,1.0,"true"
5731,0.3781844752414454,0.6218155247585546,"true"
6956,0.19940074397356572,0.8005992560264343,"true"
6437,0.400001333730836,0.599998666269164,"true"
5447,0.3908609401074037,0.6091390598925962,"true"
5973,0.4071913627707632,0.5928086372292368,"true"
6075,0.20424461704448924,0.7957553829555108,"true"
5281,0.0,1.0,"true"
5103,0.0,1.0,"true"
6468,0.0,1.0,"true"
7209,0.20240965417180434,0.7975903458281957,"true"
5584,0.19691917405306172,0.8030808259469382,"true"
4988,0.192565020943848,0.8074349790561521,"true"
6502,0.40718207180223864,0.5928179281977615,"true"
5651,0.0,0.9999999999999999,"true"
4962,0.5949790838326098,0.4050209161673902,"false"
5862,0.1988445036659986,0.8011554963340014,"true"
7199,0.0,1.0,"true"
6727,0.0,1.0,"true"
7279,0.0,0.9999999999999999,"true"
6544,0.2016060068027504,0.7983939931972497,"true"
5933,0.0,1.0,"true"
6574,0.19783604080515005,0.8021639591948498,"true"
6399,0.0,1.0,"true"
7187,0.39758183965999233,0.6024181603400076,"true"
6353,0.0,1.0,"true"
5043,0.38997056256465024,0.6100294374353497,"true"
5469,0.41142233944866946,0.5885776605513304,"true"
5976,0.38588459389597984,0.6141154061040202,"true"
6059,0.0,1.0,"true"
5799,0.1956627909340114,0.8043372090659886,"true"
6147,0.0,1.0,"true"
6254,0.20541220330205806,0.794587796697942,"true"
7100,0.0,1.0,"true"
7147,0.19612676642184548,0.8038732335781545,"true"
5909,0.39893434160858154,0.6010656583914185,"true"
7037,0.398830104830708,0.601169895169292,"true"
5782,0.1992459498209473,0.8007540501790528,"true"
6237,0.0,1.0,"true"
6552,0.0,1.0,"true"
7067,0.19863370159171587,0.8013662984082841,"true"
5320,0.20226445158188552,0.7977355484181146,"true"
5930,0.19995532826246398,0.800044671737536,"true"
6486,0.0,1.0,"true"
5245,0.2005700773229734,0.7994299226770266,"true"
6643,0.40099595244473596,0.599004047555264,"true"
5260,0.1997462884441971,0.8002537115558029,"true"
5569,0.39812304203271914,0.6018769579672808,"true"
7110,0.40392209407667656,0.5960779059233234,"true"
7139,0.3986103927282637,0.6013896072717363,"true"
6791,0.39218345966188156,0.6078165403381184,"true"
5360,0.0,1.0,"true"
5287,0.19939253506442048,0.8006074649355795,"true"
6553,0.0,1.0,"true"
7072,0.1993571135644209,0.8006428864355791,"true"
6044,0.19951065077212057,0.8004893492278794,"true"
5332,0.19931379883678985,0.8006862011632101,"true"
6866,0.0,1.0,"true"
6633,0.0,1.0,"true"
6926,0.19380833877436332,0.8061916612256367,"true"
6442,0.0,1.0,"true"
5889,0.39534560116971973,0.6046543988302802,"true"
5765,0.0,1.0,"true"
5124,0.0,0.9999999999999999,"true"
5491,0.0,1.0,"true"
6730,0.0,1.0,"true"
7151,0.19827504086752004,0.8017249591324801,"true"
5140,0.0,1.0,"true"
7171,0.0,1.0,"true"
6568,0.4002529031852836,0.5997470968147163,"true"
6861,0.40028368831633,0.5997163116836699,"true"
6855,0.0,1.0,"true"
7129,0.0,1.0,"true"
5384,0.198354330940921,0.8016456690590791,"true"
6859,0.20001454822616024,0.7999854517738397,"true"
5772,0.2050971698508539,0.7949028301491461,"true"
5665,0.0,0.9999999999999999,"true"
6495,0.0,1.0,"true"
5061,0.0,1.0,"true"
6948,0.0,1.0,"true"
5773,0.4004306474256253,0.5995693525743748,"true"
6052,0.0,1.0,"true"
6682,0.40066437364943164,0.5993356263505684,"true"
6083,0.1995017611164972,0.8004982388835028,"true"
6962,0.39710740139218637,0.6028925986078136,"true"
5158,0.0,1.0,"true"
6464,0.0,1.0,"true"
5172,0.0,1.0,"true"
5582,0.0,1.0,"true"
6136,0.20144018538997527,0.7985598146100248,"true"
6235,0.3949928788106979,0.6050071211893021,"true"
6508,0.19468017266905918,0.8053198273309408,"true"
4968,0.0,1.0,"true"
6632,0.1995792715997141,0.8004207284002859,"true"
7195,0.2011679962868212,0.7988320037131789,"true"
5525,0.0,1.0,"true"
6320,0.19780363091739844,0.8021963690826016,"true"
6766,0.0,1.0,"true"
6872,0.0,1.0,"true"
5906,0.0,1.0,"true"
7172,0.0,1.0,"true"
6571,0.20068408489535322,0.7993159151046467,"true"
5616,0.4004313819095994,0.5995686180904006,"true"
6312,0.0,1.0,"true"
6470,0.0,1.0,"true"
5147,0.0,1.0,"true"
5501,0.20177644207455978,0.7982235579254402,"true"
6436,0.4003241888903459,0.5996758111096542,"true"
5699,0.0,1.0,"true"
5313,0.0,1.0,"true"
6234,0.0,1.0,"true"
6569,0.0,0.9999999999999999,"true"
7202,0.1995381976009367,0.8004618023990634,"true"
5683,0.2020376928739599,0.7979623071260401,"true"
5034,0.0,1.0,"true"
5435,0.20697146013650747,0.7930285398634925,"true"
5815,0.0,1.0,"true"
5589,0.20393631603198673,0.7960636839680133,"true"
6746,0.0,0.9999999999999999,"true"
6790,0.19872079631920295,0.8012792036807971,"true"
6857,0.0,1.0,"true"
6450,0.20083816642498115,0.7991618335750188,"true"
7221,0.0,1.0000000000000002,"true"
5527,0.0,1.0,"true"
5620,0.5989514867706459,0.4010485132293541,"false"
6215,0.0,1.0,"true"
7167,0.1985262318592762,0.8014737681407238,"true"
5823,0.4016379964910304,0.5983620035089696,"true"
6207,0.0,1.0,"true"
6932,0.3975686065630071,0.6024313934369929,"true"
5669,0.0,1.0,"true"
5154,0.0,1.0,"true"
7168,0.19851601560519677,0.8014839843948032,"true"
5585,0.0,0.9999999999999998,"true"
7200,0.40335881035820476,0.5966411896417954,"true"
6539,0.0,1.0,"true"
5774,0.0,1.0,"true"
6357,0.19977464809341572,0.8002253519065843,"true"
5042,0.393977259978725,0.606022740021275,"true"
5015,0.0,1.0,"true"
5354,0.4059166084286898,0.5940833915713102,"true"
6054,0.19991821904146517,0.8000817809585349,"true"
7295,0.3982631275087225,0.6017368724912775,"true"
5365,0.19996898147765088,0.8000310185223491,"true"
6755,0.0,1.0,"true"
5991,0.20465185509474484,0.7953481449052551,"true"
7035,0.39765077875751736,0.6023492212424827,"true"
5893,0.0,1.0,"true"
7164,0.20189166886856122,0.7981083311314388,"true"
5304,0.0,1.0,"true"
5561,0.0,1.0,"true"
5520,0.4006492361611065,0.5993507638388935,"true"
5241,0.20049757651307068,0.7995024234869295,"true"
7096,0.19957816724154537,0.8004218327584547,"true"
6078,0.0,1.0,"true"
5046,0.0,1.0,"true"
5334,0.3967616650719541,0.6032383349280459,"true"
6969,0.0,1.0,"true"
6821,0.39455807759184924,0.6054419224081508,"true"
5760,0.0,1.0000000000000002,"true"
5614,0.20239195206887825,0.7976080479311217,"true"
7091,0.0,1.0,"true"
5698,0.0,1.0,"true"
5169,0.20254747012756388,0.797452529872436,"true"
7294,0.0,0.9999999999999999,"true"
5318,0.20482824020647455,0.7951717597935254,"true"
5368,0.0,1.0,"true"
6923,0.0,1.0,"true"
5463,0.0,1.0,"true"
5265,0.0,1.0,"true"
6321,0.0,0.9999999999999999,"true"
5226,0.0,1.0,"true"
6868,0.0,1.0,"true"
4967,0.39600670087327117,0.6039932991267288,"true"
5293,0.0,1.0,"true"
5865,0.3941811016123201,0.6058188983876799,"true"
5841,0.0,1.0,"true"
5526,0.19932710016853933,0.8006728998314607,"true"
6852,0.0,1.0,"true"
6469,0.20003251128374985,0.7999674887162502,"true"
6168,0.19981759323378895,0.8001824067662111,"true"
7292,0.2066718978380131,0.7933281021619869,"true"
5036,0.0,1.0,"true"
5644,0.2025153430393636,0.7974846569606364,"true"
6856,0.0,1.0,"true"
5428,0.40121370756418484,0.5987862924358152,"true"
5027,0.0,1.0,"true"
4989,0.0,1.0,"true"
5221,0.0,1.0,"true"
6402,0.200836007199083,0.799163992800917,"true"
5346,0.1990690300651628,0.8009309699348373,"true"
6748,0.1989422508022854,0.8010577491977146,"true"
